channel_id,video_id,comments
UCxUWIEL-USsiPak0Qy6_vVg,8IUABxXE5m8,"['Wo kann denn der Deutsche deutsch,...von schlechten Deutschlehrern geht das auf die Schüler, wie man sieht!\n\nIn der Öffenlichkeit sollte man keine Schreibfehler machen!\n\nAufzählungen, müssen groß sein!\xa0\n\nDer/die/das... zeigt es zudem auf!\xa0\n\nDie Weiteren/Vielen/Wenigen/Solchen, der/die/das Letzte/n,.. die Ersten,..\n\n...Hinteren, ... Beiden,...das Alles (alle Beide), ...ein Mehr an, (der) Einer, ...wenn Einem schlecht ist, ...der Andere, ...ein Bisschen, ...ein Mancher, ....die Meisten, ...ein Jeder,...Derjenige,...Dasselbe,..\n\n...das Meinige, ......Verschiedenes, ...Sonstiges, Nächster, ...Neuer, ...Etliche, ...die Einzelnen, ...der Einziger,... Einige.S\n\nSubstantivieren:Ein Böses,...Salziges, ...im Großen & Ganzen,..das Beste,...das Richtige/Falsche, ...auf die Schnelle, ...im (in dem) Vorbeigehen, ...auf dem Laufenden, beim/am Putzen, ...des Öfteren,... ein Leichtes, ...im Argen/Allgemeinen,... das Folgende, ...im Übrigen,... im Klaren,... im Dunkeln, ...im Voraus,..ins (in das) Schleudern kommen.\n\nEs war ein scharfer Geschmack, ein ganz Scharfer!!! Ein Berechnender. usw.\n\nBei Weitem,... des Weiteren/Desweiteren,.. um Längen, ...seit Langem, seit Kurzem!\n\nAuch falls man\xa0 das \'mal schreiben muss: Dorfdeppen sagen Taxis, es sind aber Taxen, ...Penis/2 Penen, nicht Penisse, ..Phallus/2 Phalli, ...Paparazzo,2 Paparazzi, Cello/2Celli, ..Salto/2Salti, ...Motto/2Motti, ...Tempo/Tempi,... Gettho/Getthi.\n\nNicht: desto desto, sondern : je mehr, desto, ...dass & das,...gang & gäbe (klein) .\n\nNicht: Das ist größer wie das,...sondern größer/kleiner ALS dies & das. WIE - \xa0ist nur bei Gleichstand,...so groß/reich wie Du.\n\nSatzeinfügungen \xa0stehen zwischen 2 Kommas, was Viele auch leider eher so (falsch) schreiben: Person XY sagte laut \xa0Sohn XY \xa0dies & das. Es heißt aber:\xa0\n\nPerson A sagte, lt. Person B, das & dies.\xa0\n\nBeispiel: Ein Mann schrie laut Polizei herum,......was völlig sinnfrei ist, wo \xa0da ein Mann laut nach Polizei rufen würde.\n\nRichtig ist: ""Ein Mann schrie, lt. Polizei, herum (herumschreien)."" Ein Unterschied!\n\nOder: Es ist, trotz Aussage Anderer, falsch!\n\nAuch dazu Beispiele!\n\nSo wir nicht trödeln, wo die gleich schließen, könnten wir es noch schaffen! Ja, ...nein,...klar,...erst ein \xa0Komma, bevor man weiterschreibt! Kann, bitte, Jemand kommen?\n\nWie sollen Ausländer das sonst verstehen?\n\nMutti\'s Frisur, also mit Aprostroph bei Genitiv, bitte,.... aber doch nie Muttis, Anjas, Lukas neue Frisur. Das wären nur viele Muttis, Anjas, Lukasse.\n\nJonas\' , Andreas\', Lukas\' Jacke,...das einfach zu ändern und Apostroph weglassen ist Dummheit von den Vielen, die das weglassen!\n\nAuch Apostroph bei Kürzungen: komm\' oder komme, geh\' oder besser gehe! Herein oder \'rein, wenn REIN SAUBER heißt, ...\'raus,...\'runter,.. \'rauf,.. .\'rum,..\'rüber,...\'ran,...halt\' oder halte \'mal, wo nur HALT \xa0STOPP bedeutet! Einmal oder \'mal, wenn mal bzw. Mal ein Muttermal ist.\xa0\n\nAm Abend/Samstag/Mittag usw., aber abends, samstags etc.\n\nEngländer haben nie neue Rechtschreib-Änderungen! Warum wir???\n\nSchönen Tag noch...\n.', 'Eine Lustige Lernmethode, Vielen Dank für die Videos ❤❤', 'Donnerwetter (wie die letzte Nachricht...) !  Eines Tages werde ich wie dein Reporter reden. Danke, die deutsche Sprache wurde am schönsten . Bis bald !', 'Ich finde diese Videos sehr hilfreich. Vielen Dank']"
UCxUWIEL-USsiPak0Qy6_vVg,3pae9nZwp18,[]
UCxUWIEL-USsiPak0Qy6_vVg,QS0P8ctwCjk,"['Das war mein erstes Mal, ich habe Schweiz Deutsch gehört. Interessant!', 'Vielen Dank, Melina, für diese tolle Präsentation. Gstaad sieht wunderschön aus. Du hast ein sehr aktives Leben!', 'Das war genau meiner Vorstellung, ein Leben in einem idyllischen Alpendorf, ruhig und sorgenfrei, umgeben von viel Natur und gutherzigen Menschen.', 'Vielen drank für dieses Video']"
UCxUWIEL-USsiPak0Qy6_vVg,tBGl09hANxM,"['90% der Deutschen können doch kein Deutsch!\nIn der Öffenlichkeit sollte man keine Schreibfehler machen!\n\nAufzählungen, müssen groß sein!\xa0\n\nDer/die/das... zeigt es zudem auf!\xa0\n\nDie Weiteren/Vielen/Wenigen/Solchen, der/die/das Letzte/n,.. die Ersten,..\n\n...Hinteren, ... Beiden,...das Alles (alle Beide), ...ein Mehr an, (der) Einer, ...wenn Einem schlecht ist, ...der Andere, ...ein Bisschen, ...ein Mancher, ....die Meisten, ...ein Jeder,...Derjenige,...Dasselbe,..\n\n...das Meinige, ......Verschiedenes, ...Sonstiges, Nächster, ...Neuer, ...Etliche, ...die Einzelnen, ...der Einziger,... Einige.S\n\nSubstantivieren:Ein Böses,...Salziges, ...im Großen & Ganzen,..das Beste,...das Richtige/Falsche, ...auf die Schnelle, ...im (in dem) Vorbeigehen, ...auf dem Laufenden, beim/am Putzen, ...des Öfteren,... ein Leichtes, ...im Argen/Allgemeinen,... das Folgende, ...im Übrigen,... im Klaren,... im Dunkeln, ...im Voraus,..ins (in das) Schleudern kommen.\n\nEs war ein scharfer Geschmack, ein ganz Scharfer!!! Ein Berechnender. usw.\n\nBei Weitem,... des Weiteren/Desweiteren,.. um Längen, ...seit Langem, seit Kurzem!\n\nAuch falls man\xa0 das \'mal schreiben muss: Dorfdeppen sagen Taxis, es sind aber Taxen, ...Penis/2 Penen, nicht Penisse, ..Phallus/2 Phalli, ...Paparazzo,2 Paparazzi, Cello/2Celli, ..Salto/2Salti, ...Motto/2Motti, ...Tempo/Tempi,... Gettho/Getthi.\n\nNicht: desto desto, sondern : je mehr, desto, ...dass & das,...gang & gäbe (klein) .\n\nNicht: Das ist größer wie das,...sondern größer/kleiner ALS dies & das. WIE - \xa0ist nur bei Gleichstand,...so groß/reich wie Du.\n\nSatzeinfügungen \xa0stehen zwischen 2 Kommas, was Viele auch leider eher so (falsch) schreiben: Person XY sagte laut \xa0Sohn XY \xa0dies & das. Es heißt aber:\xa0\n\nPerson A sagte, lt. Person B, das & dies.\xa0\n\nBeispiel: Ein Mann schrie laut Polizei herum,......was völlig sinnfrei ist, wo \xa0da ein Mann laut nach Polizei rufen würde.\n\nRichtig ist: ""Ein Mann schrie, lt. Polizei, herum (herumschreien)."" Ein Unterschied!\n\nOder: Es ist, trotz Aussage Anderer, falsch!\n\nAuch dazu Beispiele!\n\nSo wir nicht trödeln, wo die gleich schließen, könnten wir es noch schaffen! Ja, ...nein,...klar,...erst ein \xa0Komma, bevor man weiterschreibt! Kann, bitte, Jemand kommen?\n\nWie sollen Ausländer das sonst verstehen?\n\nMutti\'s Frisur, also mit Aprostroph bei Genitiv, bitte,.... aber doch nie Muttis, Anjas, Lukas neue Frisur. Das wären nur viele Muttis, Anjas, Lukasse.\n\nJonas\' , Andreas\', Lukas\' Jacke,...das einfach zu ändern und Apostroph weglassen ist Dummheit von den Vielen, die das weglassen!\n\nAuch Apostroph bei Kürzungen: komm\' oder komme, geh\' oder besser gehe! Herein oder \'rein, wenn REIN SAUBER heißt, ...\'raus,...\'runter,.. \'rauf,.. .\'rum,..\'rüber,...\'ran,...halt\' oder halte \'mal, wo nur HALT \xa0STOPP bedeutet! Einmal oder \'mal, wenn mal bzw. Mal ein Muttermal ist.\xa0\n\nAm Abend/Samstag/Mittag usw., aber abends, samstags etc.\n\nEngländer haben nie neue Rechtschreib-Änderungen! Warum wir???\n\nSchönen Tag noch...\n.', 'Total wunderbar, danke immer😊', 'In nur wenigen Minuten kann ich mit den wichtigsten Nachrichten Deutsch üben, zuhören und verstehen.   Grüße aus Medellín.  Kolumbien.', 'Die Anwendung funktioniert nicht.  Fehler geben', 'NO FUNCIONA LA APP']"
UCxUWIEL-USsiPak0Qy6_vVg,hjrGXXf3iwE,"['Was ist mit dem Titel?', 'Es war total super, danke immer']"
UCxUWIEL-USsiPak0Qy6_vVg,yaYLc1SSVCk,"['Danke!', 'Danke', 'Total gut 😊 danke immer😊', 'Moin moin  aus Guatemala', 'Danke. 🎉']"
UCxUWIEL-USsiPak0Qy6_vVg,t5kMHXWS0C8,"['Ich gehe jeden Zweiten Tag Training', 'Viele viele Dnak danke für das Video', 'Guten Schnee, guten Tag, gutes Video 😊 danke immer 😊', 'Hallo! Genauso 😊 Vielen Dank!', 'Vielen Dank, dass Sie Deutsch gelernt haben 😊']"
UCxUWIEL-USsiPak0Qy6_vVg,wZLxxeyWSAI,"['Es mag gefährlich sein, Amerikas Feind zu sein, aber Amerikas Freund zu sein ist fatal. SUKA✍️', 'Danke!']"
UCxUWIEL-USsiPak0Qy6_vVg,69iEJfXfR4g,"['ausmachen', 'Anmachen', 'Es ist kalt, wir sollten die Heizung aufmachen', 'Anmachen oder einschalten', 'anmachen / anschalten', 'Es ist kalt, wir sollten die Heizung ANMACHEN.', 'Mir ist kalt, mach bitte die Heizung an!😢', 'Anmachen/Anschalten']"
UCxUWIEL-USsiPak0Qy6_vVg,DWMrCrpII7E,"['Man sollte auch sagen , the terroristorganisation of Israel', 'Tm', 'Mir gefallen diese Videos sehr gut, um Deutsch zu verstehen und zu verstehen.   Grüße aus Medellín.  Kolumbien.', '❤']"
UCxUWIEL-USsiPak0Qy6_vVg,3sdvjpZC350,"['Lecker', ""Absurd veel vlees! Een zo'n stuk is al royaal veel. Vreemde toevoegingen aan de boerenkool."", 'Mir gefallen diese Videos sehr gut, um Deutsch zu verstehen und zu verstehen.   Grüße aus Medellín.  Kolumbien.', 'You have a Title error right there.']"
UCxUWIEL-USsiPak0Qy6_vVg,kARswWQzONg,[]
UCxUWIEL-USsiPak0Qy6_vVg,ndO1X4sUj0s,['Sehr interessant']
UCxUWIEL-USsiPak0Qy6_vVg,NP09uFWR91I,"['I’ve seen videos like these for English and usually the more complex phrases are weird and people don’t say them.', 'Dieser Kuchen erinnert mich an die köstlichen Kuchen, die meine Oma immer buk... 🍰', 'Der Kuchen ist köstlich', 'Ich verstehe nicht ab feierte Satz. Welche Niveau bin ich?', 'Der Kuchen ist hervorragend\nDer Kuchen ist ausgezeichnet', 'Ich kann nicht einer kuchen finden, der ein wahres Geschmackerlebnis ist 😂', 'In bin ein A2 Niveau. Ich wurde gern ein B1 Niveau sein✨', 'D1: „Kann man essen.“', 'Ich möchte gerne ein Stückchen des köstlichen Kuchens haben, falls es Ihnen nichts ausmacht.😊', 'Der Küchen ist super schmeckt 🍰']"
UCxUWIEL-USsiPak0Qy6_vVg,mp6D3zajNo4,"['Dankeschön', 'Vielen Dank dieser Nachtrichtig ist sehr interesant ❤❤', 'dank für informationen']"
UCxUWIEL-USsiPak0Qy6_vVg,0XtAASxTlf4,"['Für Palästina', 'Manner verrückten   😮', 'Danke 🎼🎶', 'Danke. Ihr sprecht zu viel mit wenigen Wörtern, vielen Dank dafür !', 'Danke für die Information']"
UCxUWIEL-USsiPak0Qy6_vVg,nW-OZpAQh84,['😮']
UCxUWIEL-USsiPak0Qy6_vVg,yb_nXE-jGIM,"['👍👍👍Nicht nur interessant,sondern auch für deutschlernende nützlich ❤', 'Es ist wirklich inspirierend, wie Menschen einander helfen; das gibt mir Hoffnung für die Menschheit. \nEin großes Dankeschön auch an die Ehrenamtlichen, die die Initiative ergreifen und nicht darauf warten, dass der Staat alle Probleme löst.', 'Ich fühle mich auch nicht besser,ich suche mir auch wie dieses Organisation zu integrieren, damit mein Psyche Probleme Überwinden', 'Sehr Interessant!', 'Großartig🎉']"
UCxUWIEL-USsiPak0Qy6_vVg,0MgEbXZdcSM,"['😂😂😂😂', 'Meines Erachtens solltet ihr zu Hause bleiben und einen Serienabend zusammen genießen.']"
UCxUWIEL-USsiPak0Qy6_vVg,BMJAP10DbJI,"['Excellent, thanks !', '😮']"
UCxUWIEL-USsiPak0Qy6_vVg,c41qVtT2zLE,"['😮', 'Wunderbar, danke schön', '🕊️']"
UCxUWIEL-USsiPak0Qy6_vVg,RqwJ8gzrlTI,['Danke immer. Ein ganzer Tag in nur einer Minuten !']
UCxUWIEL-USsiPak0Qy6_vVg,eF4alVuqy-I,"['Ich wohne im 6-ten stock auch ,aber manchmal ich treppe', 'Ich wohne im Einfamilienhaus, also gebt es darin kein Treppenhaus. Vielen Dank für das tolle und interessante Video! LG', 'Дуже добре, для сприймання мови на слух❤', 'WHY DOES GERMAN HAS SOOOOOO MANY DIFFERENT FORMS OF SAYING THE SAME WORD OH MY JESUS CHRIST THIS LGNAUGE IS SO HARD 😢', 'Was ist mit deinen Haaren passiert? Hast du sie geschnitten?', '😊👍']"
UCxUWIEL-USsiPak0Qy6_vVg,R2bxrkl5vkI,"['😮', 'Vielen Dank noch einmal. Man kann gutes Deutsch durch eure Videos kennenlernen.', 'Vielen vielen dank. Ich liebe dieses videos. Ich mag Politik und hören auf deutsch ist wunderbar', '😢😢😢😢', '🥺🥺🥺🥺🤔🤔', 'Vielen Dank für das Teilen dieser wichtigen Nachricht! Ich weiß das wirklich zu schätzen!', '😢']"
UCxUWIEL-USsiPak0Qy6_vVg,4LObzQsDRV8,"['Wenig schön', 'Hallo. Danke für das Video. Könnten Sie mir bitte antworten, warum ist die Qualität des Videos nur 240? O.o', 'Vielen Dank !\nIhres Videos sind sehr hilfreich für mein bischen Deutsch 😅', 'Danke fūr das video😊', 'Mir hat das Video über Kolibris sehr gefallen.    Sie kommen jeden Tag zu mir nach Hause, um Zuckerwasser ❤ zu trinken.  Sein „statischer“ Flug ist wunderbar.   Grüße ❤ aus Medellín.  Kolumbien.']"
UCxUWIEL-USsiPak0Qy6_vVg,hEPH23qZGfA,"['Jetzt er ende mit usa ...', '😮']"
UCxUWIEL-USsiPak0Qy6_vVg,aQH9HfylOfI,"['Die Grüne und FDP sind Kriegsparteien, die mit dem Produzieren des Waffens verdienen, und deswegen das Ende des Krieges in der Ukraine nicht wollen, ich würde FDP⚫️ oder die Linke 🔴⬅️wählen', 'Danke😊', '👌👌👌']"
UCxUWIEL-USsiPak0Qy6_vVg,m0j5mKPn6oc,"['Deutsch schnell lernen mit realen Gesprächen im Zug🚂 | Deutschlernpodcast | Episode 3\nhttps://youtu.be/cX4vcGWEck8', '✌']"
UCxUWIEL-USsiPak0Qy6_vVg,ZEHvAZxetfQ,['Wer kann der Name des Video buchstabieren?😂']
UCxUWIEL-USsiPak0Qy6_vVg,fBGG0zLZPkM,"['Ich heisse Maksim.😊😊😊\nIch komme aus Russland.🇷🇺🇷🇺🇷🇺\nIch mag Deutsch.🇩🇪🇩🇪🇩🇪❤❤❤', 'Auf meiner Straße gibt es einer Kleider Tonne auch.', 'Lijepa Njemacka❤❤❤', 'Es gibt auch viele Parkplatze 🅿️ für Autos auf meiner Straße.', 'Wie heißt deine Straße?']"
UCxUWIEL-USsiPak0Qy6_vVg,buLXnsu7K_M,"['Armut, Elend, fehlende Führer.']"
UCxUWIEL-USsiPak0Qy6_vVg,0YwyX4WzE9c,['😮']
UCxUWIEL-USsiPak0Qy6_vVg,gKjgl8abHB0,"['❤', '❤', 'Buenos Aires ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'super hilfreich ❤']"
UCxUWIEL-USsiPak0Qy6_vVg,YQROBJJC3Go,"['Als Sie „François Bayrou“ aussprachen, bewiesen Sie, dass Sie Französisch gelernt haben.']"
UCxUWIEL-USsiPak0Qy6_vVg,b-45O3LoQzk,"['❤', 'Das kann ich nicht glauben. Zuerst glaubte ich, dass ist nur ein Witz…']"
UCxUWIEL-USsiPak0Qy6_vVg,FYrCRdPw2AI,"['Danke 🎉🎉🎉❤❤❤', 'Ich war in Aachen und in der Kleinstadt Monschau! ❤', 'Im Jahr 2018 habe ich dem Kölner Dom einen Besuch abgestattet.']"
UCxUWIEL-USsiPak0Qy6_vVg,El34ET0PWKM,"['Bravo! Thanks!', '😮', '👌👏👏👏🥰', 'Hallo', 'Sehr gut!! Gratulation!! Vielen Dank!!\nGrüsse aus Rio de Janeiro, Brasilien!!']"
UCxUWIEL-USsiPak0Qy6_vVg,uziScqnparU,['Trump nein gut mann  !!!']
UCxUWIEL-USsiPak0Qy6_vVg,M9dhhiNJ4PI,"['Ich lerne Deutsch zu sprechen, aber es ist sehr schwierig. Gerade heute habe ich ein Mädchen um einen Kuss gebeten, aber sie hat mir eine Ohrfeige gegeben! Ich habe Rechtschreibung, Semantik und Grammatik überprüft und keine Fehler gefunden. Ich bin bereits auf dem Niveau C2 und immer noch unsicher, aufgrund dieser Fehler, die ich nicht verstehe!', 'Danke schoen, ich lerne so viel mit der DW videos']"
UCxUWIEL-USsiPak0Qy6_vVg,p-JuJPwqmr4,"['Jeden Morgen stehe ich um 6 uhr auf \nIch bete und früchtecke dann um 7uhr  gehe ich sofort zum Bus Station  .\nNach einem Stunde komme ich zur Spracheschule und beginne ich neue lektion zu  lernen\nAm Nachmittag   esse ich mein  Mittagessen danach gehe ich zur Arbeit in einem privaten pflegeheim', 'Ich stehe um 6 Uhr auf 🌟\nputze mir die zehne und bete , danach habe ich gefrühstückt🍵', 'Fast ähnlich, meditiere ich aber nicht. Obwohl das wichtige Sache ist.', 'Ich mag deine Haare.', 'Jeden Morgen klingelt mein Wecke um 6 Uhr. Ich drucke auf die Schlummataste und bleibte ein bisschen ins Bett. Dann stehe ich auf und gehe ins Bad. Ich dusche mich und wasche meine Haare. Ich putze meine Zähne. Dann koche ich Kaffee und frühstücke. Um 8 Uhr verlasse ich  das Haus und gehe zu Schule.', 'Jeden Morgen um 6 Uhr klingelt mein Wecker. lch stehe endlich nach 20 Minuten auf, nach erbitterten Kämpfen mit dem Schlafen 😀Ich mache Liegestütze und Setups für 30 Minuten dann dusche, ziehe an und frühstücke, bevor ich das Haus verlasse um 8 Uhr. Zähneputzen für mich findet jedoch bevor das schlafen statt. Vielen Dank fürs Teilen deiner Morgenroutine, sie ist toll und effizient! LG']"
UCxUWIEL-USsiPak0Qy6_vVg,xPU1PNRLnKc,"['Drehete durcheinander  😂😂', '❤', 'Könne sie bitte sous titres hinzufügen']"
UCxUWIEL-USsiPak0Qy6_vVg,BFrmdbu0_pg,"['Vielen Dank', '🎉🎉', 'Echt Klasse! Vielen Dank fürs Teilen!', 'Oh 😊']"
UCxUWIEL-USsiPak0Qy6_vVg,_vzweSqmm5o,"['✊Danke, dass Sie Ihr Wissen teilen! Bitcoin hat kürzlich neue Höchststände erreicht, derzeit bei etwa 100.000 $, was auf einen starken Aufwärtstrend hindeutet, der zu interessanten Gelegenheiten für Investoren führen könnte. ✊Diese Wachstumsphase zeigt die Widerstandsfähigkeit und das Potenzial von Bitcoin für weiteres Wachstum. Das Portfoliowachstum von 5,2 BTC auf 11,4 BTC angesichts dieser Marktdynamik ist beeindruckend. An der Spitze dieser Entwicklung steht Mark Oliver, dessen Erfahrung sowohl im Krypto- als auch im traditionellen Handel sich als unschätzbar wertvoll erwiesen hat, um sich auf dem aktuellen Markt zurechtzufinden....😍', 'Kurz und süß. Danke schon für das video', 'Thanks a lot for sharing']"
UCxUWIEL-USsiPak0Qy6_vVg,5pRxUTYQRxE,"['Ist das Erinnern erfordert ein Genozid von Einwohnern Gazas? Juden und Muslime sind gleichwertig, oder?', 'Sehr wichtig, und leider immer noch sehr aktuell. So viele Leute machen die selbe Fehler wieder, ohne es die Änhlichkeiten zu merken.', 'ноль коментариев 🤣']"
UCxUWIEL-USsiPak0Qy6_vVg,mXgaqJW5oTo,[]
UCxUWIEL-USsiPak0Qy6_vVg,QY5_cMN1S8A,"['😢', 'Ich habe seit zwei Wochen B1 Kurs angefangen und habe das Gefühl, dass dieses Video sehr schwieriges für mich ist zu verstehen. \nIst das normal oder meine Hören in Deutsch ist schlecht?', 'Warum erwähnen Sie das Schicksal der israelischen und weiteren Geiseln und die an ihnen verübten Verbrechen nichr?', 'Super', 'Gut', 'Die drei Reihenfolgen News zeigen dass die Menschen nicht von ihren Fehlern etwas gelernt haben']"
UCxUWIEL-USsiPak0Qy6_vVg,6bmz-yHTeDI,"['Tolles Video und spannender Sport ! Vielen Dank fürs Teilen! Ich gehe gern schwimmen aber probiere nie der Wasserball aus.', 'Danke']"
